id,company_name,establishment_name,ein,street_address,city,state,zip_code,naics_code,industry_description,annual_average_employees,total_hours_worked,no_injuries_illnesses,total_deaths,total_dafw_cases,total_djtr_cases,total_other_cases,total_dafw_days,total_djtr_days,total_injuries,total_poisonings,total_respiratory_conditions,total_skin_disorders,total_hearing_loss,total_other_illnesses,establishment_id,establishment_type,size,year_filing_for,created_timestamp,change_reason
572,SYNTHETIC COMPANY 00571,SYNTHETIC SITE 00571,,1 Example Way,Nowhere,ZZ,00000,6221,SYNTHETIC INDUSTRY,29,45055,2,0,0,0,0,0,0,0,0,0,0,0,0,100571,1,2,2021,1/1/2022,
573,SYNTHETIC COMPANY 00572,SYNTHETIC SITE 00572,,1 Example Way,Nowhere,ZZ,00000,3115,SYNTHETIC INDUSTRY,27,39345,1,0,1,1,1,7,4,3,0,0,0,0,0,100572,1,2,2021,1/1/2022,
574,SYNTHETIC COMPANY 00573,SYNTHETIC SITE 00573,,1 Example Way,Nowhere,ZZ,00000,4451,SYNTHETIC INDUSTRY,44,76962,1,0,1,0,2,7,0,3,0,0,0,0,0,100573,1,2,2021,1/1/2022,
575,SYNTHETIC COMPANY 00574,SYNTHETIC SITE 00574,,1 Example Way,Nowhere,ZZ,00000,2361,SYNTHETIC INDUSTRY,71,116617,2,0,0,0,0,0,0,0,0,0,0,0,0,100574,1,2,2021,1/1/2022,
576,SYNTHETIC COMPANY 00575,SYNTHETIC SITE 00575,,1 Example Way,Nowhere,ZZ,00000,3251,SYNTHETIC INDUSTRY,99,215519,1,0,4,1,5,28,4,10,0,0,0,0,0,100575,1,2,2021,1/1/2022,
577,SYNTHETIC COMPANY 00576,SYNTHETIC SITE 00576,,1 Example Way,Nowhere,ZZ,00000,3251,SYNTHETIC INDUSTRY,9,19934,2,0,0,0,0,0,0,0,0,0,0,0,0,100576,1,2,2021,1/1/2022,
578,SYNTHETIC COMPANY 00577,SYNTHETIC SITE 00577,,1 Example Way,Nowhere,ZZ,00000,3252,SYNTHETIC INDUSTRY,43,71439,1,0,1,0,0,7,0,1,0,0,0,0,0,100577,1,2,2021,1/1/2022,
579,SYNTHETIC COMPANY 00578,SYNTHETIC SITE 00578,,1 Example Way,Nowhere,ZZ,00000,6221,SYNTHETIC INDUSTRY,65,108484,2,0,0,0,0,0,0,0,0,0,0,0,0,100578,1,2,2021,1/1/2022,
580,SYNTHETIC COMPANY 00579,SYNTHETIC SITE 00579,,1 Example Way,Nowhere,ZZ,00000,4841,SYNTHETIC INDUSTRY,25,46154,2,0,0,0,0,0,0,0,0,0,0,0,0,100579,1,2,2021,1/1/2022,
581,SYNTHETIC COMPANY 00580,SYNTHETIC SITE 00580,,1 Example Way,Nowhere,ZZ,00000,6221,SYNTHETIC INDUSTRY,37,61589,1,0,4,2,5,28,8,11,0,0,0,0,0,100580,1,2,2021,1/1/2022,
582,SYNTHETIC COMPANY 00581,SYNTHETIC SITE 00581,,1 Example Way,Nowhere,ZZ,00000,6221,SYNTHETIC INDUSTRY,65,105946,2,0,0,0,0,0,0,0,0,0,0,0,0,100581,1,2,2021,1/1/2022,
583,SYNTHETIC COMPANY 00582,SYNTHETIC SITE 00582,,1 Example Way,Nowhere,ZZ,00000,3251,SYNTHETIC INDUSTRY,57,102248,1,0,5,0,0,35,0,5,0,0,0,0,0,100582,1,2,2021,1/1/2022,
584,SYNTHETIC COMPANY 00583,SYNTHETIC SITE 00583,,1 Example Way,Nowhere,ZZ,00000,6221,SYNTHETIC INDUSTRY,165,290765,1,0,1,1,1,7,4,3,0,0,0,0,0,100583,1,2,2021,1/1/2022,
585,SYNTHETIC COMPANY 00584,SYNTHETIC SITE 00584,,1 Example Way,Nowhere,ZZ,00000,3251,SYNTHETIC INDUSTRY,36,54349,2,0,0,0,0,0,0,0,0,0,0,0,0,100584,1,2,2021,1/1/2022,
586,SYNTHETIC COMPANY 00585,SYNTHETIC SITE 00585,,1 Example Way,Nowhere,ZZ,00000,3328,SYNTHETIC INDUSTRY,27,50565,2,0,0,0,0,0,0,0,0,0,0,0,0,100585,1,2,2021,1/1/2022,
587,SYNTHETIC COMPANY 00586,SYNTHETIC SITE 00586,,1 Example Way,Nowhere,ZZ,00000,2361,SYNTHETIC INDUSTRY,35,59194,1,0,0,0,1,0,0,1,0,0,0,0,0,100586,1,2,2021,1/1/2022,
588,SYNTHETIC COMPANY 00587,SYNTHETIC SITE 00587,,1 Example Way,Nowhere,ZZ,00000,3251,SYNTHETIC INDUSTRY,41,76128,2,0,0,0,0,0,0,0,0,0,0,0,0,100587,1,2,2021,1/1/2022,
589,SYNTHETIC COMPANY 00588,SYNTHETIC SITE 00588,,1 Example Way,Nowhere,ZZ,00000,3328,SYNTHETIC INDUSTRY,14,30626,2,0,0,0,0,0,0,0,0,0,0,0,0,100588,1,2,2021,1/1/2022,
590,SYNTHETIC COMPANY 00589,SYNTHETIC SITE 00589,,1 Example Way,Nowhere,ZZ,00000,3252,SYNTHETIC INDUSTRY,112,179002,1,0,0,1,1,0,4,2,0,0,0,0,0,100589,1,2,2021,1/1/2022,
591,SYNTHETIC COMPANY 00590,SYNTHETIC SITE 00590,,1 Example Way,Nowhere,ZZ,00000,3328,SYNTHETIC INDUSTRY,284,550293,1,0,2,0,0,14,0,2,0,0,0,0,0,100590,1,2,2021,1/1/2022,
592,SYNTHETIC COMPANY 00591,SYNTHETIC SITE 00591,,1 Example Way,Nowhere,ZZ,00000,6221,SYNTHETIC INDUSTRY,69,114299,1,0,4,1,1,28,4,6,0,0,0,0,0,100591,1,2,2021,1/1/2022,
593,SYNTHETIC COMPANY 00592,SYNTHETIC SITE 00592,,1 Example Way,Nowhere,ZZ,00000,4451,SYNTHETIC INDUSTRY,23,36960,2,0,0,0,0,0,0,0,0,0,0,0,0,100592,1,2,2021,1/1/2022,
594,SYNTHETIC COMPANY 00593,SYNTHETIC SITE 00593,,1 Example Way,Nowhere,ZZ,00000,6221,SYNTHETIC INDUSTRY,17,27462,1,0,1,0,0,7,0,1,0,0,0,0,0,100593,1,2,2021,1/1/2022,
595,SYNTHETIC COMPANY 00594,SYNTHETIC SITE 00594,,1 Example Way,Nowhere,ZZ,00000,3251,SYNTHETIC INDUSTRY,78,183783,1,0,6,0,0,42,0,6,0,0,0,0,0,100594,1,2,2021,1/1/2022,
596,SYNTHETIC COMPANY 00595,SYNTHETIC SITE 00595,,1 Example Way,Nowhere,ZZ,00000,3251,SYNTHETIC INDUSTRY,43,67777,2,0,0,0,0,0,0,0,0,0,0,0,0,100595,1,2,2021,1/1/2022,
597,SYNTHETIC COMPANY 00596,SYNTHETIC SITE 00596,,1 Example Way,Nowhere,ZZ,00000,3251,SYNTHETIC INDUSTRY,78,144804,1,0,2,0,0,14,0,2,0,0,0,0,0,100596,1,2,2021,1/1/2022,
598,SYNTHETIC COMPANY 00597,SYNTHETIC SITE 00597,,1 Example Way,Nowhere,ZZ,00000,3252,SYNTHETIC INDUSTRY,58,98582,1,0,0,1,1,0,4,2,0,0,0,0,0,100597,1,2,2021,1/1/2022,
599,SYNTHETIC COMPANY 00598,SYNTHETIC SITE 00598,,1 Example Way,Nowhere,ZZ,00000,2361,SYNTHETIC INDUSTRY,36,68409,2,0,0,0,0,0,0,0,0,0,0,0,0,100598,1,2,2021,1/1/2022,
600,SYNTHETIC COMPANY 00599,SYNTHETIC SITE 00599,,1 Example Way,Nowhere,ZZ,00000,6221,SYNTHETIC INDUSTRY,29,64190,2,0,0,0,0,0,0,0,0,0,0,0,0,100599,1,2,2021,1/1/2022,
601,SYNTHETIC COMPANY 00600,SYNTHETIC SITE 00600,,1 Example Way,Nowhere,ZZ,00000,3252,SYNTHETIC INDUSTRY,118,321588,2,0,0,0,0,0,0,0,0,0,0,0,0,100600,1,2,2021,1/1/2022,
602,SYNTHETIC COMPANY 00601,SYNTHETIC SITE 00601,,1 Example Way,Nowhere,ZZ,00000,3251,SYNTHETIC INDUSTRY,27,33297,2,0,0,0,0,0,0,0,0,0,0,0,0,100601,1,2,2021,1/1/2022,
603,SYNTHETIC COMPANY 00602,SYNTHETIC SITE 00602,,1 Example Way,Nowhere,ZZ,00000,2361,SYNTHETIC INDUSTRY,25,51782,2,0,0,0,0,0,0,0,0,0,0,0,0,100602,1,2,2021,1/1/2022,
604,SYNTHETIC COMPANY 00603,SYNTHETIC SITE 00603,,1 Example Way,Nowhere,ZZ,00000,4841,SYNTHETIC INDUSTRY,139,305319,1,0,0,1,2,0,4,3,0,0,0,0,0,100603,1,2,2021,1/1/2022,
605,SYNTHETIC COMPANY 00604,SYNTHETIC SITE 00604,,1 Example Way,Nowhere,ZZ,00000,4451,SYNTHETIC INDUSTRY,16,31736,1,0,1,0,1,7,0,2,0,0,0,0,0,100604,1,2,2021,1/1/2022,
606,SYNTHETIC COMPANY 00605,SYNTHETIC SITE 00605,,1 Example Way,Nowhere,ZZ,00000,3252,SYNTHETIC INDUSTRY,410,87450500000,1,0,1,3,10,7,12,14,0,0,0,0,0,100605,1,2,2021,1/1/2022,
607,SYNTHETIC COMPANY 00606,SYNTHETIC SITE 00606,,1 Example Way,Nowhere,ZZ,00000,4451,SYNTHETIC INDUSTRY,59,129799,1,0,0,0,1,0,0,1,0,0,0,0,0,100606,1,2,2021,1/1/2022,
608,SYNTHETIC COMPANY 00607,SYNTHETIC SITE 00607,,1 Example Way,Nowhere,ZZ,00000,2361,SYNTHETIC INDUSTRY,36,71537,2,0,0,0,0,0,0,0,0,0,0,0,0,100607,1,2,2021,1/1/2022,
609,SYNTHETIC COMPANY 00608,SYNTHETIC SITE 00608,,1 Example Way,Nowhere,ZZ,00000,4451,SYNTHETIC INDUSTRY,6,9650,2,0,0,0,0,0,0,0,0,0,0,0,0,100608,1,2,2021,1/1/2022,
610,SYNTHETIC COMPANY 00609,SYNTHETIC SITE 00609,,1 Example Way,Nowhere,ZZ,00000,3328,SYNTHETIC INDUSTRY,153,240650,2,0,0,0,0,0,0,0,0,0,0,0,0,100609,1,2,2021,1/1/2022,
611,SYNTHETIC COMPANY 00610,SYNTHETIC SITE 00610,,1 Example Way,Nowhere,ZZ,00000,3252,SYNTHETIC INDUSTRY,18,38252,2,0,0,0,0,0,0,0,0,0,0,0,0,100610,1,2,2021,1/1/2022,
612,SYNTHETIC COMPANY 00611,SYNTHETIC SITE 00611,,1 Example Way,Nowhere,ZZ,00000,3252,SYNTHETIC INDUSTRY,15,21228,2,0,0,0,0,0,0,0,0,0,0,0,0,100611,1,2,2021,1/1/2022,
613,SYNTHETIC COMPANY 00612,SYNTHETIC SITE 00612,,1 Example Way,Nowhere,ZZ,00000,3115,SYNTHETIC INDUSTRY,31,50355,1,0,0,0,1,0,0,1,0,0,0,0,0,100612,1,2,2021,1/1/2022,
614,SYNTHETIC COMPANY 00613,SYNTHETIC SITE 00613,,1 Example Way,Nowhere,ZZ,00000,3251,SYNTHETIC INDUSTRY,267,451052,1,0,14,4,9,98,16,27,0,0,0,0,0,100613,1,2,2021,1/1/2022,
615,SYNTHETIC COMPANY 00614,SYNTHETIC SITE 00614,,1 Example Way,Nowhere,ZZ,00000,2361,SYNTHETIC INDUSTRY,16,32112,2,0,0,0,0,0,0,0,0,0,0,0,0,100614,1,2,2021,1/1/2022,
616,SYNTHETIC COMPANY 00615,SYNTHETIC SITE 00615,,1 Example Way,Nowhere,ZZ,00000,4451,SYNTHETIC INDUSTRY,18,30211,2,0,0,0,0,0,0,0,0,0,0,0,0,100615,1,2,2021,1/1/2022,
617,SYNTHETIC COMPANY 00616,SYNTHETIC SITE 00616,,1 Example Way,Nowhere,ZZ,00000,3252,SYNTHETIC INDUSTRY,117,191101,2,0,0,0,0,0,0,0,0,0,0,0,0,100616,1,2,2021,1/1/2022,
618,SYNTHETIC COMPANY 00617,SYNTHETIC SITE 00617,,1 Example Way,Nowhere,ZZ,00000,3115,SYNTHETIC INDUSTRY,28,51633,1,0,0,0,1,0,0,1,0,0,0,0,0,100617,1,2,2021,1/1/2022,
619,SYNTHETIC COMPANY 00618,SYNTHETIC SITE 00618,,1 Example Way,Nowhere,ZZ,00000,2361,SYNTHETIC INDUSTRY,27,47068,2,0,0,0,0,0,0,0,0,0,0,0,0,100618,1,2,2021,1/1/2022,
620,SYNTHETIC COMPANY 00619,SYNTHETIC SITE 00619,,1 Example Way,Nowhere,ZZ,00000,3328,SYNTHETIC INDUSTRY,22,4474300000,2,0,0,0,0,0,0,0,0,0,0,0,0,100619,1,2,2021,1/1/2022,
621,SYNTHETIC COMPANY 00620,SYNTHETIC SITE 00620,,1 Example Way,Nowhere,ZZ,00000,2361,SYNTHETIC INDUSTRY,74,149797,1,0,1,0,2,7,0,3,0,0,0,0,0,100620,1,2,2021,1/1/2022,
622,SYNTHETIC COMPANY 00621,SYNTHETIC SITE 00621,,1 Example Way,Nowhere,ZZ,00000,4841,SYNTHETIC INDUSTRY,53,89362,2,0,0,0,0,0,0,0,0,0,0,0,0,100621,1,2,2021,1/1/2022,
623,SYNTHETIC COMPANY 00622,SYNTHETIC SITE 00622,,1 Example Way,Nowhere,ZZ,00000,3115,SYNTHETIC INDUSTRY,17,30565,2,0,0,0,0,0,0,0,0,0,0,0,0,100622,1,2,2021,1/1/2022,
624,SYNTHETIC COMPANY 00623,SYNTHETIC SITE 00623,,1 Example Way,Nowhere,ZZ,00000,6221,SYNTHETIC INDUSTRY,131,223799,1,0,2,1,2,14,4,5,0,0,0,0,0,100623,1,2,2021,1/1/2022,
625,SYNTHETIC COMPANY 00624,SYNTHETIC SITE 00624,,1 Example Way,Nowhere,ZZ,00000,2361,SYNTHETIC INDUSTRY,50,91365,2,0,0,0,0,0,0,0,0,0,0,0,0,100624,1,2,2021,1/1/2022,
626,SYNTHETIC COMPANY 00625,SYNTHETIC SITE 00625,,1 Example Way,Nowhere,ZZ,00000,2361,SYNTHETIC INDUSTRY,131,279663,2,0,0,0,0,0,0,0,0,0,0,0,0,100625,1,2,2021,1/1/2022,
627,SYNTHETIC COMPANY 00626,SYNTHETIC SITE 00626,,1 Example Way,Nowhere,ZZ,00000,4451,SYNTHETIC INDUSTRY,415,738221,2,0,0,0,0,0,0,0,0,0,0,0,0,100626,1,2,2021,1/1/2022,
628,SYNTHETIC COMPANY 00627,SYNTHETIC SITE 00627,,1 Example Way,Nowhere,ZZ,00000,2361,SYNTHETIC INDUSTRY,51,109978,1,0,1,0,0,7,0,1,0,0,0,0,0,100627,1,2,2021,1/1/2022,
629,SYNTHETIC COMPANY 00628,SYNTHETIC SITE 00628,,1 Example Way,Nowhere,ZZ,00000,3328,SYNTHETIC INDUSTRY,10,12946,2,0,0,0,0,0,0,0,0,0,0,0,0,100628,1,2,2021,1/1/2022,
630,SYNTHETIC COMPANY 00629,SYNTHETIC SITE 00629,,1 Example Way,Nowhere,ZZ,00000,2361,SYNTHETIC INDUSTRY,137,296168,2,0,0,0,0,0,0,0,0,0,0,0,0,100629,1,2,2021,1/1/2022,
631,SYNTHETIC COMPANY 00630,SYNTHETIC SITE 00630,,1 Example Way,Nowhere,ZZ,00000,6221,SYNTHETIC INDUSTRY,50,98267,1,0,0,0,4,0,0,4,0,0,0,0,0,100630,1,2,2021,1/1/2022,
632,SYNTHETIC COMPANY 00631,SYNTHETIC SITE 00631,,1 Example Way,Nowhere,ZZ,00000,3252,SYNTHETIC INDUSTRY,45,60555,2,0,0,0,0,0,0,0,0,0,0,0,0,100631,1,2,2021,1/1/2022,
633,SYNTHETIC COMPANY 00632,SYNTHETIC SITE 00632,,1 Example Way,Nowhere,ZZ,00000,3252,SYNTHETIC INDUSTRY,47,84671,2,0,0,0,0,0,0,0,0,0,0,0,0,100632,1,2,2021,1/1/2022,
634,SYNTHETIC COMPANY 00633,SYNTHETIC SITE 00633,,1 Example Way,Nowhere,ZZ,00000,3251,SYNTHETIC INDUSTRY,204,243236,1,0,3,5,9,21,20,17,0,0,0,0,0,100633,1,2,2021,1/1/2022,
635,SYNTHETIC COMPANY 00634,SYNTHETIC SITE 00634,,1 Example Way,Nowhere,ZZ,00000,3252,SYNTHETIC INDUSTRY,30,70017,1,0,1,0,2,7,0,3,0,0,0,0,0,100634,1,2,2021,1/1/2022,
636,SYNTHETIC COMPANY 00635,SYNTHETIC SITE 00635,,1 Example Way,Nowhere,ZZ,00000,3251,SYNTHETIC INDUSTRY,245,563115,1,0,9,4,9,63,16,22,0,0,0,0,0,100635,1,2,2021,1/1/2022,
637,SYNTHETIC COMPANY 00636,SYNTHETIC SITE 00636,,1 Example Way,Nowhere,ZZ,00000,3115,SYNTHETIC INDUSTRY,127,249830,2,0,0,0,0,0,0,0,0,0,0,0,0,100636,1,2,2021,1/1/2022,
638,SYNTHETIC COMPANY 00637,SYNTHETIC SITE 00637,,1 Example Way,Nowhere,ZZ,00000,4841,SYNTHETIC INDUSTRY,37,55999,1,0,1,1,3,7,4,5,0,0,0,0,0,100637,1,2,2021,1/1/2022,
639,SYNTHETIC COMPANY 00638,SYNTHETIC SITE 00638,,1 Example Way,Nowhere,ZZ,00000,3328,SYNTHETIC INDUSTRY,70,129825,1,0,0,0,1,0,0,1,0,0,0,0,0,100638,1,2,2021,1/1/2022,
640,SYNTHETIC COMPANY 00639,SYNTHETIC SITE 00639,,1 Example Way,Nowhere,ZZ,00000,2361,SYNTHETIC INDUSTRY,92,125419,2,0,0,0,0,0,0,0,0,0,0,0,0,100639,1,2,2021,1/1/2022,
641,SYNTHETIC COMPANY 00640,SYNTHETIC SITE 00640,,1 Example Way,Nowhere,ZZ,00000,4841,SYNTHETIC INDUSTRY,17,34543,2,0,0,0,0,0,0,0,0,0,0,0,0,100640,1,2,2021,1/1/2022,
642,SYNTHETIC COMPANY 00641,SYNTHETIC SITE 00641,,1 Example Way,Nowhere,ZZ,00000,4451,SYNTHETIC INDUSTRY,12,24051,2,0,0,0,0,0,0,0,0,0,0,0,0,100641,1,2,2021,1/1/2022,
643,SYNTHETIC COMPANY 00642,SYNTHETIC SITE 00642,,1 Example Way,Nowhere,ZZ,00000,3328,SYNTHETIC INDUSTRY,145,300609,1,0,2,2,2,14,8,6,0,0,0,0,0,100642,1,2,2021,1/1/2022,
644,SYNTHETIC COMPANY 00643,SYNTHETIC SITE 00643,,1 Example Way,Nowhere,ZZ,00000,4841,SYNTHETIC INDUSTRY,22,28978,1,0,2,0,4,14,0,6,0,0,0,0,0,100643,1,2,2021,1/1/2022,
645,SYNTHETIC COMPANY 00644,SYNTHETIC SITE 00644,,1 Example Way,Nowhere,ZZ,00000,4451,SYNTHETIC INDUSTRY,8,12416,1,0,1,1,2,7,4,4,0,0,0,0,0,100644,1,2,2021,1/1/2022,
646,SYNTHETIC COMPANY 00645,SYNTHETIC SITE 00645,,1 Example Way,Nowhere,ZZ,00000,3251,SYNTHETIC INDUSTRY,32,58875,1,0,0,2,1,0,8,3,0,0,0,0,0,100645,1,2,2021,1/1/2022,
647,SYNTHETIC COMPANY 00646,SYNTHETIC SITE 00646,,1 Example Way,Nowhere,ZZ,00000,6221,SYNTHETIC INDUSTRY,16,27752,1,0,1,0,0,7,0,1,0,0,0,0,0,100646,1,2,2021,1/1/2022,
648,SYNTHETIC COMPANY 00647,SYNTHETIC SITE 00647,,1 Example Way,Nowhere,ZZ,00000,3251,SYNTHETIC INDUSTRY,123,211669,1,0,6,0,6,42,0,12,0,0,0,0,0,100647,1,2,2021,1/1/2022,
649,SYNTHETIC COMPANY 00648,SYNTHETIC SITE 00648,,1 Example Way,Nowhere,ZZ,00000,3115,SYNTHETIC INDUSTRY,8,15646,1,0,1,0,0,7,0,1,0,0,0,0,0,100648,1,2,2021,1/1/2022,
650,SYNTHETIC COMPANY 00649,SYNTHETIC SITE 00649,,1 Example Way,Nowhere,ZZ,00000,3115,SYNTHETIC INDUSTRY,92,165835,1,0,9,2,2,63,8,13,0,0,0,0,0,100649,1,2,2021,1/1/2022,
651,SYNTHETIC COMPANY 00650,SYNTHETIC SITE 00650,,1 Example Way,Nowhere,ZZ,00000,6221,SYNTHETIC INDUSTRY,143,229268,1,0,0,0,1,0,0,1,0,0,0,0,0,100650,1,2,2021,1/1/2022,
652,SYNTHETIC COMPANY 00651,SYNTHETIC SITE 00651,,1 Example Way,Nowhere,ZZ,00000,4841,SYNTHETIC INDUSTRY,9,20285,1,0,0,0,1,0,0,1,0,0,0,0,0,100651,1,2,2021,1/1/2022,
653,SYNTHETIC COMPANY 00652,SYNTHETIC SITE 00652,,1 Example Way,Nowhere,ZZ,00000,3328,SYNTHETIC INDUSTRY,31,43929,1,0,0,1,0,0,4,1,0,0,0,0,0,100652,1,2,2021,1/1/2022,
654,SYNTHETIC COMPANY 00653,SYNTHETIC SITE 00653,,1 Example Way,Nowhere,ZZ,00000,3251,SYNTHETIC INDUSTRY,252,352905,1,0,2,3,2,14,12,7,0,0,0,0,0,100653,1,2,2021,1/1/2022,
655,SYNTHETIC COMPANY 00654,SYNTHETIC SITE 00654,,1 Example Way,Nowhere,ZZ,00000,6221,SYNTHETIC INDUSTRY,18,41402,2,0,0,0,0,0,0,0,0,0,0,0,0,100654,1,2,2021,1/1/2022,
656,SYNTHETIC COMPANY 00655,SYNTHETIC SITE 00655,,1 Example Way,Nowhere,ZZ,00000,3328,SYNTHETIC INDUSTRY,412,769533,1,0,10,9,14,70,36,33,0,0,0,0,0,100655,1,2,2021,1/1/2022,
657,SYNTHETIC COMPANY 00656,SYNTHETIC SITE 00656,,1 Example Way,Nowhere,ZZ,00000,3251,SYNTHETIC INDUSTRY,209,444324,1,0,3,2,1,21,8,6,0,0,0,0,0,100656,1,2,2021,1/1/2022,
658,SYNTHETIC COMPANY 00657,SYNTHETIC SITE 00657,,1 Example Way,Nowhere,ZZ,00000,3252,SYNTHETIC INDUSTRY,9,17113,2,0,0,0,0,0,0,0,0,0,0,0,0,100657,1,2,2021,1/1/2022,
659,SYNTHETIC COMPANY 00658,SYNTHETIC SITE 00658,,1 Example Way,Nowhere,ZZ,00000,4451,SYNTHETIC INDUSTRY,48,86350,2,0,0,0,0,0,0,0,0,0,0,0,0,100658,1,2,2021,1/1/2022,
660,SYNTHETIC COMPANY 00659,SYNTHETIC SITE 00659,,1 Example Way,Nowhere,ZZ,00000,3328,SYNTHETIC INDUSTRY,240,348724,1,0,2,2,4,14,8,8,0,0,0,0,0,100659,1,2,2021,1/1/2022,
661,SYNTHETIC COMPANY 00660,SYNTHETIC SITE 00660,,1 Example Way,Nowhere,ZZ,00000,3252,SYNTHETIC INDUSTRY,48,101401,2,0,0,0,0,0,0,0,0,0,0,0,0,100660,1,2,2021,1/1/2022,
662,SYNTHETIC COMPANY 00661,SYNTHETIC SITE 00661,,1 Example Way,Nowhere,ZZ,00000,3328,SYNTHETIC INDUSTRY,23,48901,2,0,0,0,0,0,0,0,0,0,0,0,0,100661,1,2,2021,1/1/2022,
663,SYNTHETIC COMPANY 00662,SYNTHETIC SITE 00662,,1 Example Way,Nowhere,ZZ,00000,3251,SYNTHETIC INDUSTRY,2,3984,2,0,0,0,0,0,0,0,0,0,0,0,0,100662,1,2,2021,1/1/2022,
664,SYNTHETIC COMPANY 00663,SYNTHETIC SITE 00663,,1 Example Way,Nowhere,ZZ,00000,3328,SYNTHETIC INDUSTRY,63,101788,1,0,1,0,1,7,0,2,0,0,0,0,0,100663,1,2,2021,1/1/2022,
665,SYNTHETIC COMPANY 00664,SYNTHETIC SITE 00664,,1 Example Way,Nowhere,ZZ,00000,3252,SYNTHETIC INDUSTRY,217,483863,2,0,0,0,0,0,0,0,0,0,0,0,0,100664,1,2,2021,1/1/2022,
666,SYNTHETIC COMPANY 00665,SYNTHETIC SITE 00665,,1 Example Way,Nowhere,ZZ,00000,6221,SYNTHETIC INDUSTRY,26,53077,2,0,0,0,0,0,0,0,0,0,0,0,0,100665,1,2,2021,1/1/2022,
667,SYNTHETIC COMPANY 00666,SYNTHETIC SITE 00666,,1 Example Way,Nowhere,ZZ,00000,6221,SYNTHETIC INDUSTRY,87,155674,2,0,0,0,0,0,0,0,0,0,0,0,0,100666,1,2,2021,1/1/2022,
668,SYNTHETIC COMPANY 00667,SYNTHETIC SITE 00667,,1 Example Way,Nowhere,ZZ,00000,4841,SYNTHETIC INDUSTRY,78,155667,1,0,3,1,3,21,4,7,0,0,0,0,0,100667,1,2,2021,1/1/2022,
669,SYNTHETIC COMPANY 00668,SYNTHETIC SITE 00668,,1 Example Way,Nowhere,ZZ,00000,3115,SYNTHETIC INDUSTRY,97,175761,1,0,1,0,2,7,0,3,0,0,0,0,0,100668,1,2,2021,1/1/2022,
670,SYNTHETIC COMPANY 00669,SYNTHETIC SITE 00669,,1 Example Way,Nowhere,ZZ,00000,4451,SYNTHETIC INDUSTRY,11,20032,2,0,0,0,0,0,0,0,0,0,0,0,0,100669,1,2,2021,1/1/2022,
671,SYNTHETIC COMPANY 00670,SYNTHETIC SITE 00670,,1 Example Way,Nowhere,ZZ,00000,3252,SYNTHETIC INDUSTRY,510,831944,2,0,0,0,0,0,0,0,0,0,0,0,0,100670,1,2,2021,1/1/2022,
672,SYNTHETIC COMPANY 00671,SYNTHETIC SITE 00671,,1 Example Way,Nowhere,ZZ,00000,2361,SYNTHETIC INDUSTRY,28,59465,1,0,1,1,0,7,4,2,0,0,0,0,0,100671,1,2,2021,1/1/2022,
673,SYNTHETIC COMPANY 00672,SYNTHETIC SITE 00672,,1 Example Way,Nowhere,ZZ,00000,3252,SYNTHETIC INDUSTRY,41,63230,2,0,0,0,0,0,0,0,0,0,0,0,0,100672,1,2,2021,1/1/2022,
674,SYNTHETIC COMPANY 00673,SYNTHETIC SITE 00673,,1 Example Way,Nowhere,ZZ,00000,3115,SYNTHETIC INDUSTRY,9,15224,2,0,0,0,0,0,0,0,0,0,0,0,0,100673,1,2,2021,1/1/2022,
675,SYNTHETIC COMPANY 00674,SYNTHETIC SITE 00674,,1 Example Way,Nowhere,ZZ,00000,3115,SYNTHETIC INDUSTRY,50,87689,1,0,1,1,2,7,4,4,0,0,0,0,0,100674,1,2,2021,1/1/2022,
676,SYNTHETIC COMPANY 00675,SYNTHETIC SITE 00675,,1 Example Way,Nowhere,ZZ,00000,4841,SYNTHETIC INDUSTRY,80,141659,1,0,0,0,1,0,0,1,0,0,0,0,0,100675,1,2,2021,1/1/2022,
677,SYNTHETIC COMPANY 00676,SYNTHETIC SITE 00676,,1 Example Way,Nowhere,ZZ,00000,3252,SYNTHETIC INDUSTRY,523,978578,1,0,2,0,0,14,0,2,0,0,0,0,0,100676,1,2,2021,1/1/2022,
678,SYNTHETIC COMPANY 00677,SYNTHETIC SITE 00677,,1 Example Way,Nowhere,ZZ,00000,3115,SYNTHETIC INDUSTRY,32,59856,1,0,2,0,0,14,0,2,0,0,0,0,0,100677,1,2,2021,1/1/2022,
679,SYNTHETIC COMPANY 00678,SYNTHETIC SITE 00678,,1 Example Way,Nowhere,ZZ,00000,3115,SYNTHETIC INDUSTRY,7,14887,2,0,0,0,0,0,0,0,0,0,0,0,0,100678,1,2,2021,1/1/2022,
680,SYNTHETIC COMPANY 00679,SYNTHETIC SITE 00679,,1 Example Way,Nowhere,ZZ,00000,6221,SYNTHETIC INDUSTRY,59,107334,1,0,1,0,0,7,0,1,0,0,0,0,0,100679,1,2,2021,1/1/2022,
681,SYNTHETIC COMPANY 00680,SYNTHETIC SITE 00680,,1 Example Way,Nowhere,ZZ,00000,6221,SYNTHETIC INDUSTRY,40,72649,1,0,3,3,3,21,12,9,0,0,0,0,0,100680,1,2,2021,1/1/2022,
682,SYNTHETIC COMPANY 00681,SYNTHETIC SITE 00681,,1 Example Way,Nowhere,ZZ,00000,3115,SYNTHETIC INDUSTRY,59,97231,2,0,0,0,0,0,0,0,0,0,0,0,0,100681,1,2,2021,1/1/2022,
