id,establishment_name,establishment_id,ein,company_name,street_address,city,state,zip_code,naics_code,naics_year,industry_description,establishment_type,size,annual_average_employees,total_hours_worked,no_injuries_illnesses,total_deaths,total_dafw_cases,total_djtr_cases,total_other_cases,total_dafw_days,total_djtr_days,total_injuries,total_skin_disorders,total_respiratory_conditions,total_poisonings,total_hearing_loss,total_other_illnesses,change_reason,created_timestamp,year_filing_for
9894,SYNTHETIC SITE 00893,100893,,SYNTHETIC COMPANY 00893,1 Example Way,Nowhere,ZZ,00000,4451,2017,SYNTHETIC INDUSTRY,1,2,18,38357,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
9895,SYNTHETIC SITE 00894,100894,,SYNTHETIC COMPANY 00894,1 Example Way,Nowhere,ZZ,00000,4841,2017,SYNTHETIC INDUSTRY,1,2,26,40428,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
9896,SYNTHETIC SITE 00895,100895,,SYNTHETIC COMPANY 00895,1 Example Way,Nowhere,ZZ,00000,4841,2017,SYNTHETIC INDUSTRY,1,2,18,32654,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
9897,SYNTHETIC SITE 00896,100896,,SYNTHETIC COMPANY 00896,1 Example Way,Nowhere,ZZ,00000,2361,2017,SYNTHETIC INDUSTRY,1,2,29,47524,1,0,0,0,1,0,0,1,0,0,0,0,0,,1/1/2025,2024
9898,SYNTHETIC SITE 00897,100897,,SYNTHETIC COMPANY 00897,1 Example Way,Nowhere,ZZ,00000,6221,2017,SYNTHETIC INDUSTRY,1,2,15,32354,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
9899,SYNTHETIC SITE 00898,100898,,SYNTHETIC COMPANY 00898,1 Example Way,Nowhere,ZZ,00000,3328,2017,SYNTHETIC INDUSTRY,1,2,23,41093,1,0,0,1,0,0,4,1,0,0,0,0,0,,1/1/2025,2024
9900,SYNTHETIC SITE 00899,100899,,SYNTHETIC COMPANY 00899,1 Example Way,Nowhere,ZZ,00000,3252,2017,SYNTHETIC INDUSTRY,1,2,112,233054,1,0,0,1,1,0,4,2,0,0,0,0,0,,1/1/2025,2024
9901,SYNTHETIC SITE 00900,100900,,SYNTHETIC COMPANY 00900,1 Example Way,Nowhere,ZZ,00000,3115,2017,SYNTHETIC INDUSTRY,1,2,11,18883,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
9902,SYNTHETIC SITE 00901,100901,,SYNTHETIC COMPANY 00901,1 Example Way,Nowhere,ZZ,00000,4451,2017,SYNTHETIC INDUSTRY,1,2,638,1219214,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
9903,SYNTHETIC SITE 00902,100902,,SYNTHETIC COMPANY 00902,1 Example Way,Nowhere,ZZ,00000,6221,2017,SYNTHETIC INDUSTRY,1,2,35,59611,1,0,1,0,0,7,0,1,0,0,0,0,0,,1/1/2025,2024
9904,SYNTHETIC SITE 00903,100903,,SYNTHETIC COMPANY 00903,1 Example Way,Nowhere,ZZ,00000,3328,2017,SYNTHETIC INDUSTRY,1,2,14,26349,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
9905,SYNTHETIC SITE 00904,100904,,SYNTHETIC COMPANY 00904,1 Example Way,Nowhere,ZZ,00000,3328,2017,SYNTHETIC INDUSTRY,1,2,13,22719,1,0,1,0,1,7,0,2,0,0,0,0,0,,1/1/2025,2024
9906,SYNTHETIC SITE 00905,100905,,SYNTHETIC COMPANY 00905,1 Example Way,Nowhere,ZZ,00000,3115,2017,SYNTHETIC INDUSTRY,1,2,26,51320,1,0,0,0,1,0,0,1,0,0,0,0,0,,1/1/2025,2024
9907,SYNTHETIC SITE 00906,100906,,SYNTHETIC COMPANY 00906,1 Example Way,Nowhere,ZZ,00000,3328,2017,SYNTHETIC INDUSTRY,1,2,8,16999,1,0,0,0,1,0,0,1,0,0,0,0,0,,1/1/2025,2024
9908,SYNTHETIC SITE 00907,100907,,SYNTHETIC COMPANY 00907,1 Example Way,Nowhere,ZZ,00000,3328,2017,SYNTHETIC INDUSTRY,1,2,22,45951,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
9909,SYNTHETIC SITE 00908,100908,,SYNTHETIC COMPANY 00908,1 Example Way,Nowhere,ZZ,00000,4451,2017,SYNTHETIC INDUSTRY,1,2,28,58981,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
9910,SYNTHETIC SITE 00909,100909,,SYNTHETIC COMPANY 00909,1 Example Way,Nowhere,ZZ,00000,3251,2017,SYNTHETIC INDUSTRY,1,2,80,86340,1,0,1,3,3,7,12,7,0,0,0,0,0,,1/1/2025,2024
9911,SYNTHETIC SITE 00910,100910,,SYNTHETIC COMPANY 00910,1 Example Way,Nowhere,ZZ,00000,3252,2017,SYNTHETIC INDUSTRY,1,2,143,251974,1,0,1,2,2,7,8,5,0,0,0,0,0,,1/1/2025,2024
9912,SYNTHETIC SITE 00911,100911,,SYNTHETIC COMPANY 00911,1 Example Way,Nowhere,ZZ,00000,6221,2017,SYNTHETIC INDUSTRY,1,2,16,35453,1,0,1,0,0,7,0,1,0,0,0,0,0,,1/1/2025,2024
9913,SYNTHETIC SITE 00912,100912,,SYNTHETIC COMPANY 00912,1 Example Way,Nowhere,ZZ,00000,3328,2017,SYNTHETIC INDUSTRY,1,2,22,48331,1,0,1,0,1,7,0,2,0,0,0,0,0,,1/1/2025,2024
9914,SYNTHETIC SITE 00913,100913,,SYNTHETIC COMPANY 00913,1 Example Way,Nowhere,ZZ,00000,4451,2017,SYNTHETIC INDUSTRY,1,2,127,236352,1,0,1,0,2,7,0,3,0,0,0,0,0,,1/1/2025,2024
9915,SYNTHETIC SITE 00914,100914,,SYNTHETIC COMPANY 00914,1 Example Way,Nowhere,ZZ,00000,4451,2017,SYNTHETIC INDUSTRY,1,2,55,95957,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
9916,SYNTHETIC SITE 00915,100915,,SYNTHETIC COMPANY 00915,1 Example Way,Nowhere,ZZ,00000,6221,2017,SYNTHETIC INDUSTRY,1,2,7,11031,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
9917,SYNTHETIC SITE 00916,100916,,SYNTHETIC COMPANY 00916,1 Example Way,Nowhere,ZZ,00000,4451,2017,SYNTHETIC INDUSTRY,1,2,13,23640,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
9918,SYNTHETIC SITE 00917,100917,,SYNTHETIC COMPANY 00917,1 Example Way,Nowhere,ZZ,00000,6221,2017,SYNTHETIC INDUSTRY,1,2,62,155554,1,0,3,1,1,21,4,5,0,0,0,0,0,,1/1/2025,2024
9919,SYNTHETIC SITE 00918,100918,,SYNTHETIC COMPANY 00918,1 Example Way,Nowhere,ZZ,00000,3251,2017,SYNTHETIC INDUSTRY,1,2,84,125724,1,0,1,0,1,7,0,2,0,0,0,0,0,,1/1/2025,2024
9920,SYNTHETIC SITE 00919,100919,,SYNTHETIC COMPANY 00919,1 Example Way,Nowhere,ZZ,00000,4841,2017,SYNTHETIC INDUSTRY,1,2,192,397636,1,0,11,6,8,77,24,25,0,0,0,0,0,,1/1/2025,2024
9921,SYNTHETIC SITE 00920,100920,,SYNTHETIC COMPANY 00920,1 Example Way,Nowhere,ZZ,00000,4451,2017,SYNTHETIC INDUSTRY,1,2,70,141037,1,0,0,1,2,0,4,3,0,0,0,0,0,,1/1/2025,2024
9922,SYNTHETIC SITE 00921,100921,,SYNTHETIC COMPANY 00921,1 Example Way,Nowhere,ZZ,00000,4841,2017,SYNTHETIC INDUSTRY,1,2,126,276313,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
9923,SYNTHETIC SITE 00922,100922,,SYNTHETIC COMPANY 00922,1 Example Way,Nowhere,ZZ,00000,3251,2017,SYNTHETIC INDUSTRY,1,2,317,673842,1,0,5,4,7,35,16,16,0,0,0,0,0,,1/1/2025,2024
9924,SYNTHETIC SITE 00923,100923,,SYNTHETIC COMPANY 00923,1 Example Way,Nowhere,ZZ,00000,2361,2017,SYNTHETIC INDUSTRY,1,2,2,4305,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
9925,SYNTHETIC SITE 00924,100924,,SYNTHETIC COMPANY 00924,1 Example Way,Nowhere,ZZ,00000,3252,2017,SYNTHETIC INDUSTRY,1,2,41,67610,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
9926,SYNTHETIC SITE 00925,100925,,SYNTHETIC COMPANY 00925,1 Example Way,Nowhere,ZZ,00000,6221,2017,SYNTHETIC INDUSTRY,1,2,12,24650,1,0,0,1,2,0,4,3,0,0,0,0,0,,1/1/2025,2024
9927,SYNTHETIC SITE 00926,100926,,SYNTHETIC COMPANY 00926,1 Example Way,Nowhere,ZZ,00000,6221,2017,SYNTHETIC INDUSTRY,1,2,12,25410,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
9928,SYNTHETIC SITE 00927,100927,,SYNTHETIC COMPANY 00927,1 Example Way,Nowhere,ZZ,00000,4841,2017,SYNTHETIC INDUSTRY,1,2,81,138329,1,0,0,1,0,0,4,1,0,0,0,0,0,,1/1/2025,2024
9929,SYNTHETIC SITE 00928,100928,,SYNTHETIC COMPANY 00928,1 Example Way,Nowhere,ZZ,00000,3328,2017,SYNTHETIC INDUSTRY,1,2,19,34196,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
9930,SYNTHETIC SITE 00929,100929,,SYNTHETIC COMPANY 00929,1 Example Way,Nowhere,ZZ,00000,4841,2017,SYNTHETIC INDUSTRY,1,2,22,31616,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
9931,SYNTHETIC SITE 00930,100930,,SYNTHETIC COMPANY 00930,1 Example Way,Nowhere,ZZ,00000,2361,2017,SYNTHETIC INDUSTRY,1,2,156,244110,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
9932,SYNTHETIC SITE 00931,100931,,SYNTHETIC COMPANY 00931,1 Example Way,Nowhere,ZZ,00000,3251,2017,SYNTHETIC INDUSTRY,1,2,161,268449,1,0,1,2,5,7,8,8,0,0,0,0,0,,1/1/2025,2024
9933,SYNTHETIC SITE 00932,100932,,SYNTHETIC COMPANY 00932,1 Example Way,Nowhere,ZZ,00000,4841,2017,SYNTHETIC INDUSTRY,1,2,36,6324800,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
9934,SYNTHETIC SITE 00933,100933,,SYNTHETIC COMPANY 00933,1 Example Way,Nowhere,ZZ,00000,3328,2017,SYNTHETIC INDUSTRY,1,2,398,770756,1,0,1,0,0,7,0,1,0,0,0,0,0,,1/1/2025,2024
9935,SYNTHETIC SITE 00934,100934,,SYNTHETIC COMPANY 00934,1 Example Way,Nowhere,ZZ,00000,2361,2017,SYNTHETIC INDUSTRY,1,2,22,37901,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
9936,SYNTHETIC SITE 00935,100935,,SYNTHETIC COMPANY 00935,1 Example Way,Nowhere,ZZ,00000,3251,2017,SYNTHETIC INDUSTRY,1,2,27,53303,1,0,0,0,1,0,0,1,0,0,0,0,0,,1/1/2025,2024
9937,SYNTHETIC SITE 00936,100936,,SYNTHETIC COMPANY 00936,1 Example Way,Nowhere,ZZ,00000,6221,2017,SYNTHETIC INDUSTRY,1,2,490,968706,1,0,5,3,4,35,12,12,0,0,0,0,0,,1/1/2025,2024
9938,SYNTHETIC SITE 00937,100937,,SYNTHETIC COMPANY 00937,1 Example Way,Nowhere,ZZ,00000,3251,2017,SYNTHETIC INDUSTRY,1,2,37,50419,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
9939,SYNTHETIC SITE 00938,100938,,SYNTHETIC COMPANY 00938,1 Example Way,Nowhere,ZZ,00000,3251,2017,SYNTHETIC INDUSTRY,1,2,199,416892,1,0,2,4,5,14,16,11,0,0,0,0,0,,1/1/2025,2024
9940,SYNTHETIC SITE 00939,100939,,SYNTHETIC COMPANY 00939,1 Example Way,Nowhere,ZZ,00000,3115,2017,SYNTHETIC INDUSTRY,1,2,95,159317,1,0,0,1,0,0,4,1,0,0,0,0,0,,1/1/2025,2024
9941,SYNTHETIC SITE 00940,100940,,SYNTHETIC COMPANY 00940,1 Example Way,Nowhere,ZZ,00000,4451,2017,SYNTHETIC INDUSTRY,1,2,16,26218,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
9942,SYNTHETIC SITE 00941,100941,,SYNTHETIC COMPANY 00941,1 Example Way,Nowhere,ZZ,00000,6221,2017,SYNTHETIC INDUSTRY,1,2,175,329996,1,0,0,2,3,0,8,5,0,0,0,0,0,,1/1/2025,2024
9943,SYNTHETIC SITE 00942,100942,,SYNTHETIC COMPANY 00942,1 Example Way,Nowhere,ZZ,00000,4841,2017,SYNTHETIC INDUSTRY,1,2,274,428499,1,0,3,3,7,21,12,13,0,0,0,0,0,,1/1/2025,2024
9944,SYNTHETIC SITE 00943,100943,,SYNTHETIC COMPANY 00943,1 Example Way,Nowhere,ZZ,00000,4841,2017,SYNTHETIC INDUSTRY,1,2,439,756055,1,0,22,11,16,154,44,49,0,0,0,0,0,,1/1/2025,2024
9945,SYNTHETIC SITE 00944,100944,,SYNTHETIC COMPANY 00944,1 Example Way,Nowhere,ZZ,00000,4451,2017,SYNTHETIC INDUSTRY,1,2,26,40098,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
9946,SYNTHETIC SITE 00945,100945,,SYNTHETIC COMPANY 00945,1 Example Way,Nowhere,ZZ,00000,3328,2017,SYNTHETIC INDUSTRY,1,2,16,26472,1,0,0,0,1,0,0,1,0,0,0,0,0,,1/1/2025,2024
9947,SYNTHETIC SITE 00946,100946,,SYNTHETIC COMPANY 00946,1 Example Way,Nowhere,ZZ,00000,3115,2017,SYNTHETIC INDUSTRY,1,2,36,64569,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
9948,SYNTHETIC SITE 00947,100947,,SYNTHETIC COMPANY 00947,1 Example Way,Nowhere,ZZ,00000,3251,2017,SYNTHETIC INDUSTRY,1,2,8,12166,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
9949,SYNTHETIC SITE 00948,100948,,SYNTHETIC COMPANY 00948,1 Example Way,Nowhere,ZZ,00000,2361,2017,SYNTHETIC INDUSTRY,1,2,10,22678,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
9950,SYNTHETIC SITE 00949,100949,,SYNTHETIC COMPANY 00949,1 Example Way,Nowhere,ZZ,00000,2361,2017,SYNTHETIC INDUSTRY,1,2,49,9047700,1,0,1,1,1,7,4,3,0,0,0,0,0,,1/1/2025,2024
9951,SYNTHETIC SITE 00950,100950,,SYNTHETIC COMPANY 00950,1 Example Way,Nowhere,ZZ,00000,3251,2017,SYNTHETIC INDUSTRY,1,2,95,180973,1,0,1,0,2,7,0,3,0,0,0,0,0,,1/1/2025,2024
9952,SYNTHETIC SITE 00951,100951,,SYNTHETIC COMPANY 00951,1 Example Way,Nowhere,ZZ,00000,3252,2017,SYNTHETIC INDUSTRY,1,2,53,114242,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
9953,SYNTHETIC SITE 00952,100952,,SYNTHETIC COMPANY 00952,1 Example Way,Nowhere,ZZ,00000,4841,2017,SYNTHETIC INDUSTRY,1,2,118,200734,1,0,2,2,0,14,8,4,0,0,0,0,0,,1/1/2025,2024
9954,SYNTHETIC SITE 00953,100953,,SYNTHETIC COMPANY 00953,1 Example Way,Nowhere,ZZ,00000,3251,2017,SYNTHETIC INDUSTRY,1,2,156,354168,1,0,0,1,2,0,4,3,0,0,0,0,0,,1/1/2025,2024
9955,SYNTHETIC SITE 00954,100954,,SYNTHETIC COMPANY 00954,1 Example Way,Nowhere,ZZ,00000,3328,2017,SYNTHETIC INDUSTRY,1,2,78,135585,1,0,1,0,1,7,0,2,0,0,0,0,0,,1/1/2025,2024
9956,SYNTHETIC SITE 00955,100955,,SYNTHETIC COMPANY 00955,1 Example Way,Nowhere,ZZ,00000,3328,2017,SYNTHETIC INDUSTRY,1,2,11,25013,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
9957,SYNTHETIC SITE 00956,100956,,SYNTHETIC COMPANY 00956,1 Example Way,Nowhere,ZZ,00000,3251,2017,SYNTHETIC INDUSTRY,1,2,11,21553,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
9958,SYNTHETIC SITE 00957,100957,,SYNTHETIC COMPANY 00957,1 Example Way,Nowhere,ZZ,00000,3251,2017,SYNTHETIC INDUSTRY,1,2,29,41972,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
9959,SYNTHETIC SITE 00958,100958,,SYNTHETIC COMPANY 00958,1 Example Way,Nowhere,ZZ,00000,3252,2017,SYNTHETIC INDUSTRY,1,2,22,29713,1,0,1,0,0,7,0,1,0,0,0,0,0,,1/1/2025,2024
9960,SYNTHETIC SITE 00959,100959,,SYNTHETIC COMPANY 00959,1 Example Way,Nowhere,ZZ,00000,3252,2017,SYNTHETIC INDUSTRY,1,2,178,257143,1,0,2,3,2,14,12,7,0,0,0,0,0,,1/1/2025,2024
9961,SYNTHETIC SITE 00960,100960,,SYNTHETIC COMPANY 00960,1 Example Way,Nowhere,ZZ,00000,6221,2017,SYNTHETIC INDUSTRY,1,2,158,313147,1,0,1,0,3,7,0,4,0,0,0,0,0,,1/1/2025,2024
9962,SYNTHETIC SITE 00961,100961,,SYNTHETIC COMPANY 00961,1 Example Way,Nowhere,ZZ,00000,2361,2017,SYNTHETIC INDUSTRY,1,2,49,99400,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
9963,SYNTHETIC SITE 00962,100962,,SYNTHETIC COMPANY 00962,1 Example Way,Nowhere,ZZ,00000,3115,2017,SYNTHETIC INDUSTRY,1,2,157,266339,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
9964,SYNTHETIC SITE 00963,100963,,SYNTHETIC COMPANY 00963,1 Example Way,Nowhere,ZZ,00000,3328,2017,SYNTHETIC INDUSTRY,1,2,32,52189,1,0,0,0,1,0,0,1,0,0,0,0,0,,1/1/2025,2024
9965,SYNTHETIC SITE 00964,100964,,SYNTHETIC COMPANY 00964,1 Example Way,Nowhere,ZZ,00000,4841,2017,SYNTHETIC INDUSTRY,1,2,376,792245,1,0,5,5,9,35,20,19,0,0,0,0,0,,1/1/2025,2024
9966,SYNTHETIC SITE 00965,100965,,SYNTHETIC COMPANY 00965,1 Example Way,Nowhere,ZZ,00000,3115,2017,SYNTHETIC INDUSTRY,1,2,3,7115,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
9967,SYNTHETIC SITE 00966,100966,,SYNTHETIC COMPANY 00966,1 Example Way,Nowhere,ZZ,00000,3328,2017,SYNTHETIC INDUSTRY,1,2,236,440077,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
9968,SYNTHETIC SITE 00967,100967,,SYNTHETIC COMPANY 00967,1 Example Way,Nowhere,ZZ,00000,3251,2017,SYNTHETIC INDUSTRY,1,2,26,60079,1,0,2,0,1,14,0,3,0,0,0,0,0,,1/1/2025,2024
9969,SYNTHETIC SITE 00968,100968,,SYNTHETIC COMPANY 00968,1 Example Way,Nowhere,ZZ,00000,4841,2017,SYNTHETIC INDUSTRY,1,2,14,25088,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
9970,SYNTHETIC SITE 00969,100969,,SYNTHETIC COMPANY 00969,1 Example Way,Nowhere,ZZ,00000,3328,2017,SYNTHETIC INDUSTRY,1,2,51,99445,1,0,0,1,0,0,4,1,0,0,0,0,0,,1/1/2025,2024
9971,SYNTHETIC SITE 00970,100970,,SYNTHETIC COMPANY 00970,1 Example Way,Nowhere,ZZ,00000,3252,2017,SYNTHETIC INDUSTRY,1,2,71,113467,1,0,3,2,2,21,8,7,0,0,0,0,0,,1/1/2025,2024
9972,SYNTHETIC SITE 00971,100971,,SYNTHETIC COMPANY 00971,1 Example Way,Nowhere,ZZ,00000,3251,2017,SYNTHETIC INDUSTRY,1,2,46,72290,1,0,0,1,1,0,4,2,0,0,0,0,0,,1/1/2025,2024
9973,SYNTHETIC SITE 00972,100972,,SYNTHETIC COMPANY 00972,1 Example Way,Nowhere,ZZ,00000,4841,2017,SYNTHETIC INDUSTRY,1,2,67,105729,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
9974,SYNTHETIC SITE 00973,100973,,SYNTHETIC COMPANY 00973,1 Example Way,Nowhere,ZZ,00000,3328,2017,SYNTHETIC INDUSTRY,1,2,101,186372,1,0,1,1,3,7,4,5,0,0,0,0,0,,1/1/2025,2024
9975,SYNTHETIC SITE 00974,100974,,SYNTHETIC COMPANY 00974,1 Example Way,Nowhere,ZZ,00000,3115,2017,SYNTHETIC INDUSTRY,1,2,61,143004,1,0,3,4,3,21,16,10,0,0,0,0,0,,1/1/2025,2024
9976,SYNTHETIC SITE 00975,100975,,SYNTHETIC COMPANY 00975,1 Example Way,Nowhere,ZZ,00000,3252,2017,SYNTHETIC INDUSTRY,1,2,15,21736,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
9977,SYNTHETIC SITE 00976,100976,,SYNTHETIC COMPANY 00976,1 Example Way,Nowhere,ZZ,00000,4841,2017,SYNTHETIC INDUSTRY,1,2,52,87927,1,0,3,3,2,21,12,8,0,0,0,0,0,,1/1/2025,2024
9978,SYNTHETIC SITE 00977,100977,,SYNTHETIC COMPANY 00977,1 Example Way,Nowhere,ZZ,00000,6221,2017,SYNTHETIC INDUSTRY,1,2,7,12092,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
9979,SYNTHETIC SITE 00978,100978,,SYNTHETIC COMPANY 00978,1 Example Way,Nowhere,ZZ,00000,3328,2017,SYNTHETIC INDUSTRY,1,2,63,107942,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
9980,SYNTHETIC SITE 00979,100979,,SYNTHETIC COMPANY 00979,1 Example Way,Nowhere,ZZ,00000,4451,2017,SYNTHETIC INDUSTRY,1,2,3,5776,1,0,0,1,0,0,4,1,0,0,0,0,0,,1/1/2025,2024
9981,SYNTHETIC SITE 00980,100980,,SYNTHETIC COMPANY 00980,1 Example Way,Nowhere,ZZ,00000,2361,2017,SYNTHETIC INDUSTRY,1,2,135,287654,1,0,1,1,2,7,4,4,0,0,0,0,0,,1/1/2025,2024
9982,SYNTHETIC SITE 00981,100981,,SYNTHETIC COMPANY 00981,1 Example Way,Nowhere,ZZ,00000,4841,2017,SYNTHETIC INDUSTRY,1,2,16,28553,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
9983,SYNTHETIC SITE 00982,100982,,SYNTHETIC COMPANY 00982,1 Example Way,Nowhere,ZZ,00000,2361,2017,SYNTHETIC INDUSTRY,1,2,489,949536,1,0,1,3,2,7,12,6,0,0,0,0,0,,1/1/2025,2024
9984,SYNTHETIC SITE 00983,100983,,SYNTHETIC COMPANY 00983,1 Example Way,Nowhere,ZZ,00000,4451,2017,SYNTHETIC INDUSTRY,1,2,51,104445,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
9985,SYNTHETIC SITE 00984,100984,,SYNTHETIC COMPANY 00984,1 Example Way,Nowhere,ZZ,00000,6221,2017,SYNTHETIC INDUSTRY,1,2,9,20286,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
9986,SYNTHETIC SITE 00985,100985,,SYNTHETIC COMPANY 00985,1 Example Way,Nowhere,ZZ,00000,3328,2017,SYNTHETIC INDUSTRY,1,2,27,51575,1,0,1,0,0,7,0,1,0,0,0,0,0,,1/1/2025,2024
9987,SYNTHETIC SITE 00986,100986,,SYNTHETIC COMPANY 00986,1 Example Way,Nowhere,ZZ,00000,6221,2017,SYNTHETIC INDUSTRY,1,2,130,196589,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
9988,SYNTHETIC SITE 00987,100987,,SYNTHETIC COMPANY 00987,1 Example Way,Nowhere,ZZ,00000,4841,2017,SYNTHETIC INDUSTRY,1,2,106,244999,1,0,2,2,1,14,8,5,0,0,0,0,0,,1/1/2025,2024
9989,SYNTHETIC SITE 00988,100988,,SYNTHETIC COMPANY 00988,1 Example Way,Nowhere,ZZ,00000,6221,2017,SYNTHETIC INDUSTRY,1,2,75,149371000,1,0,0,1,0,0,4,1,0,0,0,0,0,,1/1/2025,2024
9990,SYNTHETIC SITE 00989,100989,,SYNTHETIC COMPANY 00989,1 Example Way,Nowhere,ZZ,00000,3328,2017,SYNTHETIC INDUSTRY,1,2,12,24016,1,0,0,1,0,0,4,1,0,0,0,0,0,,1/1/2025,2024
9991,SYNTHETIC SITE 00990,100990,,SYNTHETIC COMPANY 00990,1 Example Way,Nowhere,ZZ,00000,4841,2017,SYNTHETIC INDUSTRY,1,2,81,184830,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
9992,SYNTHETIC SITE 00991,100991,,SYNTHETIC COMPANY 00991,1 Example Way,Nowhere,ZZ,00000,3251,2017,SYNTHETIC INDUSTRY,1,2,12,19653,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
9993,SYNTHETIC SITE 00992,100992,,SYNTHETIC COMPANY 00992,1 Example Way,Nowhere,ZZ,00000,4841,2017,SYNTHETIC INDUSTRY,1,2,32,53825,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
9994,SYNTHETIC SITE 00993,100993,,SYNTHETIC COMPANY 00993,1 Example Way,Nowhere,ZZ,00000,4841,2017,SYNTHETIC INDUSTRY,1,2,31,60561,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
9995,SYNTHETIC SITE 00994,100994,,SYNTHETIC COMPANY 00994,1 Example Way,Nowhere,ZZ,00000,3252,2017,SYNTHETIC INDUSTRY,1,2,85,192161,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
9996,SYNTHETIC SITE 00995,100995,,SYNTHETIC COMPANY 00995,1 Example Way,Nowhere,ZZ,00000,2361,2017,SYNTHETIC INDUSTRY,1,2,53,101474,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
9997,SYNTHETIC SITE 00996,100996,,SYNTHETIC COMPANY 00996,1 Example Way,Nowhere,ZZ,00000,4841,2017,SYNTHETIC INDUSTRY,1,2,233,393950,1,0,0,1,3,0,4,4,0,0,0,0,0,,1/1/2025,2024
9998,SYNTHETIC SITE 00997,100997,,SYNTHETIC COMPANY 00997,1 Example Way,Nowhere,ZZ,00000,4841,2017,SYNTHETIC INDUSTRY,1,2,7,12834,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
9999,SYNTHETIC SITE 00998,100998,,SYNTHETIC COMPANY 00998,1 Example Way,Nowhere,ZZ,00000,3252,2017,SYNTHETIC INDUSTRY,1,2,30,57441,1,0,0,0,1,0,0,1,0,0,0,0,0,,1/1/2025,2024
10000,SYNTHETIC SITE 00999,100999,,SYNTHETIC COMPANY 00999,1 Example Way,Nowhere,ZZ,00000,2361,2017,SYNTHETIC INDUSTRY,1,2,2121,4266199,1,0,11,0,6,77,0,17,0,0,0,0,0,,1/1/2025,2024
